#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD010756	CSF_101_V1	public_data/PXD010756/mgf/CSF_101_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Acetrin_V1_P1	Biological fluid CSF	Homo sapiens	1	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_101_V1/reports/CSF_101_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_101_V3	public_data/PXD010756/mgf/CSF_101_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Acetrin_V3_P1	Biological fluid CSF	Homo sapiens	1	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_101_V3/reports/CSF_101_V3_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_102_V1	public_data/PXD010756/mgf/CSF_102_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V1_P1	Biological fluid CSF	Homo sapiens	1	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_102_V1/reports/CSF_102_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_102_V3	public_data/PXD010756/mgf/CSF_102_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V3_P1	Biological fluid CSF	Homo sapiens	1	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_102_V3/reports/CSF_102_V3_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_103_V1	public_data/PXD010756/mgf/CSF_103_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V1_P2	Biological fluid CSF	Homo sapiens	2	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_103_V1/reports/CSF_103_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_103_V3	public_data/PXD010756/mgf/CSF_103_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V3_P2	Biological fluid CSF	Homo sapiens	2	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_103_V3/reports/CSF_103_V3_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_105_V1	public_data/PXD010756/mgf/CSF_105_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Acetrin_V1_P2	Biological fluid CSF	Homo sapiens	2	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_105_V1/reports/CSF_105_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_105_V3	public_data/PXD010756/mgf/CSF_105_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Acetrin_V3_P2	Biological fluid CSF	Homo sapiens	2	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_105_V3/reports/CSF_105_V3_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_106_V1	public_data/PXD010756/mgf/CSF_106_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V1_P3	Biological fluid CSF	Homo sapiens	3	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_106_V1/reports/CSF_106_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_106_V3	public_data/PXD010756/mgf/CSF_106_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V3_P3	Biological fluid CSF	Homo sapiens	3	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_106_V3/reports/CSF_106_V3_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_111_V1	public_data/PXD010756/mgf/CSF_111_V1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V1_P4	Biological fluid CSF	Homo sapiens	4	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_111_V1/reports/CSF_111_V1_sample_1_Default_Hierarchical_Report.txt
PXD010756	CSF_111_V3	public_data/PXD010756/mgf/CSF_111_V3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010756	30833305	Placebo_V3_P4	Biological fluid CSF	Homo sapiens	4	CSF of 9 patients (P) per group (Acitrecin or Placebo), before or after treatment (V1, V3)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD010756/CSF_111_V3/reports/CSF_111_V3_sample_1_Default_Hierarchical_Report.txt
