#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_1	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL no-target control (gfp probes with N2 animals) 1	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_1/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_1_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_10	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL lin-41 pulldown (N2 animals) 2	Whole organism	Caenorhabditis elegans	2	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_10/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_10_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_11	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL gfp::lin-41 pulldown (gfp::lin-41 strain) 	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_11/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_11_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_12	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_12.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL gld-1::gfp pulldown (gld-1::gfp strain)	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_12/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_12_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_13	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_13.mgf		Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL input (N2 animals)	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_14	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_14.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL input (gld-1::gfp strain)	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_14/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_14_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_2	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL no-target control (gfp probes with N2 animals) 2	Whole organism	Caenorhabditis elegans	2	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_2/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_2_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_3	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_3.mgf		Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL no-target control (gfp probes with N2 animals) 3	Whole organism	Caenorhabditis elegans	3	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_4	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_4.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL alg-1 pulldown (N2 animals) 1	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_4/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_4_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_5	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_5.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL alg-1 pulldown (N2 animals) 2	Whole organism	Caenorhabditis elegans	2	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_5/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_5_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_6	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_6.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL alg-1 pulldown (N2 animals) 3	Whole organism	Caenorhabditis elegans	3	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_6/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_6_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_7	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_7.mgf		Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL gld-1 pulldown (N2 animals) 1	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_8	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL gld-1 pulldown (N2 animals) 2	Whole organism	Caenorhabditis elegans	2	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_8/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_8_sample_1_Default_Hierarchical_Report.txt
PXD013720	Beaker_20181123_CV_HSstd_Px09_Kathrin_9	public_data/PXD013720/mgf/Beaker_20181123_CV_HSstd_Px09_Kathrin_9.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL lin-41 pulldown (N2 animals) 1	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Beaker_20181123_CV_HSstd_Px09_Kathrin_9/reports/Beaker_20181123_CV_HSstd_Px09_Kathrin_9_sample_1_Default_Hierarchical_Report.txt
PXD013720	Gladys_20160201_KI_CE_10	public_data/PXD013720/mgf/Gladys_20160201_KI_CE_10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	PAR-XL gld-1::gfp pulldown (gld-1::gfp strain)	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	analysis/mass_spec/reanalysis_r1.4/PXD013720/Gladys_20160201_KI_CE_10/reports/Gladys_20160201_KI_CE_10_sample_1_Default_Hierarchical_Report.txt
PXD013720	Gladys_20160201_KI_CE_11	public_data/PXD013720/mgf/Gladys_20160201_KI_CE_11.mgf		Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013720	31527589	cXL gld-1::gfp pulldown (gld-1::gfp strain)	Whole organism	Caenorhabditis elegans	1	Proteome of RNA pull-downs (see Sample_key.txt for details)	3	5	
