#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD012101	FL763_20180302_SimonDavis_Ex40_1	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_1.mgf	Trypsin (no P rule)		Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap InCap Urea 1	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_1/reports/FL763_20180302_SimonDavis_Ex40_1_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_13	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_13.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea 1	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_13/reports/FL763_20180302_SimonDavis_Ex40_13_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_14	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_14.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea 2	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_14/reports/FL763_20180302_SimonDavis_Ex40_14_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_15	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_15.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea 3	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_15/reports/FL763_20180302_SimonDavis_Ex40_15_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_16	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_16.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea-MeCN 1	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_16/reports/FL763_20180302_SimonDavis_Ex40_16_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_17	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_17.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea-MeCN 2	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_17/reports/FL763_20180302_SimonDavis_Ex40_17_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_18	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_18.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 Urea-MeCN 3	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_18/reports/FL763_20180302_SimonDavis_Ex40_18_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_19	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_19.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 TFE 1	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_19/reports/FL763_20180302_SimonDavis_Ex40_19_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_2	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_2.mgf	Trypsin (no P rule)		Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap InCap Urea 2	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_2/reports/FL763_20180302_SimonDavis_Ex40_2_sample_1_Default_Hierarchical_Report.txt
PXD012101	FL763_20180302_SimonDavis_Ex40_20	public_data/PXD012101/mgf/FL763_20180302_SimonDavis_Ex40_20.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD012101	30768908	Molecular Cap SP3 TFE 2	Tissue Brain Neurons by Laser Capture Microdissection	Homo sapiens	1	In-Cap Digestion, In-solution digestion or Single-Pot solid-Phase-Enjhanced Sample Preparation(SP3)	analysis/mass_spec/reanalysis_r1.4/PXD012101/FL763_20180302_SimonDavis_Ex40_20/reports/FL763_20180302_SimonDavis_Ex40_20_sample_1_Default_Hierarchical_Report.txt
