#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD001406	GM18486_MSB15024_01B	public_data/PXD001406/mgf/GM18486_MSB15024_01B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/01B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_01B/reports/GM18486_MSB15024_01B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_02B	public_data/PXD001406/mgf/GM18486_MSB15024_02B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/02B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_02B/reports/GM18486_MSB15024_02B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_03B	public_data/PXD001406/mgf/GM18486_MSB15024_03B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/03B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_03B/reports/GM18486_MSB15024_03B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_04B	public_data/PXD001406/mgf/GM18486_MSB15024_04B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/04B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_04B/reports/GM18486_MSB15024_04B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_05B	public_data/PXD001406/mgf/GM18486_MSB15024_05B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/05B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_05B/reports/GM18486_MSB15024_05B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_06B	public_data/PXD001406/mgf/GM18486_MSB15024_06B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/06B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_06B/reports/GM18486_MSB15024_06B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_07B	public_data/PXD001406/mgf/GM18486_MSB15024_07B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/07B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_07B/reports/GM18486_MSB15024_07B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_08B	public_data/PXD001406/mgf/GM18486_MSB15024_08B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/08B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_08B/reports/GM18486_MSB15024_08B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_09B	public_data/PXD001406/mgf/GM18486_MSB15024_09B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/09B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_09B/reports/GM18486_MSB15024_09B_sample_1_Default_Hierarchical_Report.txt
PXD001406	GM18486_MSB15024_10B	public_data/PXD001406/mgf/GM18486_MSB15024_10B.mgf	Trypsin	Carbamidomethylation of C	Lysine 13C(6) 15N(2), Arginine 13C(6) 15N(4)	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD001406	25657249	GM18486/10B	Continuous cell line Lymphoblastoid	Homo sapiens	1	Lymphoblastoid_cell_line_name/fractions	analysis/mass_spec/reanalysis_r1.4/PXD001406/GM18486_MSB15024_10B/reports/GM18486_MSB15024_10B_sample_1_Default_Hierarchical_Report.txt
