#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD011334	C2C12_phosphopeptides_replicate_1_1	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_1_REP1_F1	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_1/reports/C2C12_phosphopeptides_replicate_1_1_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_10	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_10_REP1_F10	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_10/reports/C2C12_phosphopeptides_replicate_1_10_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_11	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_11_REP1_F11	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_11/reports/C2C12_phosphopeptides_replicate_1_11_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_12	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_12.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_12_REP1_F12	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_12/reports/C2C12_phosphopeptides_replicate_1_12_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_13	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_13.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_13_REP1_F13	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_13/reports/C2C12_phosphopeptides_replicate_1_13_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_2	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_2_REP1_F2	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_2/reports/C2C12_phosphopeptides_replicate_1_2_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_3	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_3_REP1_F3	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_3/reports/C2C12_phosphopeptides_replicate_1_3_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_4	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_4.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_4_REP1_F4	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_4/reports/C2C12_phosphopeptides_replicate_1_4_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_5	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_5.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_5_REP1_F5	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_5/reports/C2C12_phosphopeptides_replicate_1_5_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_6	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_6.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_6_REP1_F6	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_6/reports/C2C12_phosphopeptides_replicate_1_6_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_7	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_7.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_7_REP1_F7	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_7/reports/C2C12_phosphopeptides_replicate_1_7_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_8	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_8_REP1_F8	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_8/reports/C2C12_phosphopeptides_replicate_1_8_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_1_9	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_1_9.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_1_9_REP1_F9	Cells C2C12 myoblasts	Mus musculus	1	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_1_9/reports/C2C12_phosphopeptides_replicate_1_9_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_2_1	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_2_1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_2_1_REP2_F1	Cells C2C12 myoblasts	Mus musculus	2	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_2_1/reports/C2C12_phosphopeptides_replicate_2_1_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_2_10	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_2_10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_2_10_REP2_F10	Cells C2C12 myoblasts	Mus musculus	2	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_2_10/reports/C2C12_phosphopeptides_replicate_2_10_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_2_11	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_2_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_2_11_REP2_F11	Cells C2C12 myoblasts	Mus musculus	2	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_2_11/reports/C2C12_phosphopeptides_replicate_2_11_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_2_12	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_2_12.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_2_12_REP2_F12	Cells C2C12 myoblasts	Mus musculus	2	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_2_12/reports/C2C12_phosphopeptides_replicate_2_12_sample_1_Default_Hierarchical_Report.txt
PXD011334	C2C12_phosphopeptides_replicate_2_2	public_data/PXD011334/mgf/C2C12_phosphopeptides_replicate_2_2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Phosphorylation of S, Phosphorylation of Y, Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD011334	33216553	C2C12_phosphopeptides_replicate_2_2_REP2_F2	Cells C2C12 myoblasts	Mus musculus	2	Phosphorylation enrichment	3	1	analysis/mass_spec/reanalysis_r1.6/PXD011334/C2C12_phosphopeptides_replicate_2_2/reports/C2C12_phosphopeptides_replicate_2_2_sample_1_Default_Hierarchical_Report.txt
