#dataset_identifier	experiment_name		dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report					
PXD006537	Alz_P01_A01_097_26Apr12_Roc_12-03-15	Alz_P02_A01_673b_11Sep12_Roc_12-03-29	public_data/PXD006537/Alz_P02_A01_673b_11Sep12_Roc_12-03-29.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A01_097-ROS_20974481-97FCTX-F-15.7-28-ROS	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A01_097_26Apr12_Roc_12-03-15/reports/Alz_P01_A01_097_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A01_097_26Apr12_Roc_12-03-15	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A01_097_26Apr12_Roc_12-03-15/reports/Alz_P01_A01_097_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A03_099_26Apr12_Roc_12-03-17	Alz_P02_A03_675b_11Sep12_Roc_12-04-08	public_data/PXD006537/Alz_P02_A03_675b_11Sep12_Roc_12-04-08.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A03_099-MAP_37452211-94FCTX-M-9.4-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A03_099_26Apr12_Roc_12-03-17/reports/Alz_P01_A03_099_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A03_099_26Apr12_Roc_12-03-17	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A03_099_26Apr12_Roc_12-03-17/reports/Alz_P01_A03_099_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A04_100_26Apr12_Roc_12-03-18	Alz_P02_A04_676b_11Sep12_Roc_12-04-09	public_data/PXD006537/Alz_P02_A04_676b_11Sep12_Roc_12-04-09.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A04_100-ROS_21000504-86FCTX-F-6.3-28-ROS	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A04_100_26Apr12_Roc_12-03-18/reports/Alz_P01_A04_100_26Apr12_Roc_12-03-18_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A04_100_26Apr12_Roc_12-03-18	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A04_100_26Apr12_Roc_12-03-18/reports/Alz_P01_A04_100_26Apr12_Roc_12-03-18_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A05_101_26Apr12_Roc_12-03-15	Alz_P02_A05_677b_11Sep12_Roc_12-03-29	public_data/PXD006537/Alz_P02_A05_677b_11Sep12_Roc_12-03-29.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A05_101-MAP_94828877-83FCTX-M-10.5-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A05_101_26Apr12_Roc_12-03-15/reports/Alz_P01_A05_101_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A05_101_26Apr12_Roc_12-03-15	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A05_101_26Apr12_Roc_12-03-15/reports/Alz_P01_A05_101_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A06_102_26Apr12_Roc_12-03-26	Alz_P02_A06_678b_11Sep12_Roc_12-03-30	public_data/PXD006537/Alz_P02_A06_678b_11Sep12_Roc_12-03-30.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A06_102-MAP_51624179-92FCTX-F-8.3-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A06_102_26Apr12_Roc_12-03-26/reports/Alz_P01_A06_102_26Apr12_Roc_12-03-26_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A06_102_26Apr12_Roc_12-03-26	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A06_102_26Apr12_Roc_12-03-26/reports/Alz_P01_A06_102_26Apr12_Roc_12-03-26_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A07_103_26Apr12_Roc_12-03-17	Alz_P02_A07_679b_11Sep12_Roc_12-04-08	public_data/PXD006537/Alz_P02_A07_679b_11Sep12_Roc_12-04-08.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A07_103-Control_9------NA---Control	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A07_103_26Apr12_Roc_12-03-17/reports/Alz_P01_A07_103_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A07_103_26Apr12_Roc_12-03-17	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A07_103_26Apr12_Roc_12-03-17/reports/Alz_P01_A07_103_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A08_104_26Apr12_Roc_12-03-18	Alz_P02_A08_680b_11Sep12_Roc_12-04-09	public_data/PXD006537/Alz_P02_A08_680b_11Sep12_Roc_12-04-09.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A08_104-MAP_22868024-95FCTX-M-5.3-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A08_104_26Apr12_Roc_12-03-18/reports/Alz_P01_A08_104_26Apr12_Roc_12-03-18_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A08_104_26Apr12_Roc_12-03-18	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A08_104_26Apr12_Roc_12-03-18/reports/Alz_P01_A08_104_26Apr12_Roc_12-03-18_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A09_105_26Apr12_Roc_12-03-15	Alz_P02_A09_681b_11Sep12_Roc_12-03-29	public_data/PXD006537/Alz_P02_A09_681b_11Sep12_Roc_12-03-29.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A09_105-MAP_05779736-89FCTX-F-4.1-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A09_105_26Apr12_Roc_12-03-15/reports/Alz_P01_A09_105_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A09_105_26Apr12_Roc_12-03-15	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A09_105_26Apr12_Roc_12-03-15/reports/Alz_P01_A09_105_26Apr12_Roc_12-03-15_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A10_106_26Apr12_Roc_12-03-26	Alz_P02_A10_682b_11Sep12_Roc_12-03-30	public_data/PXD006537/Alz_P02_A10_682b_11Sep12_Roc_12-03-30.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A10_106-MAP_30819298-90FCTX-F-8.1-27-MAP	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A10_106_26Apr12_Roc_12-03-26/reports/Alz_P01_A10_106_26Apr12_Roc_12-03-26_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A10_106_26Apr12_Roc_12-03-26	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A10_106_26Apr12_Roc_12-03-26/reports/Alz_P01_A10_106_26Apr12_Roc_12-03-26_sample_1_Default_Hierarchical_Report.txt
PXD006537	Alz_P01_A11_107_26Apr12_Roc_12-03-17	Alz_P02_A11_683b_11Sep12_Roc_12-04-08	public_data/PXD006537/Alz_P02_A11_683b_11Sep12_Roc_12-04-08.mgf	Trypsin	Carbamidomethylation of C, 18O(2) of peptide C-term		inter	https://www.ebi.ac.uk/pride/archive/projects/PXD006537	30137212	Alz_P01_A11_107-ROS_20195344-94FCTX-F-5-28-ROS	Tissue human brain	Homo sapiens	1	ExperimentName-SAMPLE-AGE-REGION-GENDER-PMI-SITE-SampleGroup-SampleID	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A11_107_26Apr12_Roc_12-03-17/reports/Alz_P01_A11_107_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt				Alz_P01_A11_107_26Apr12_Roc_12-03-17	analysis/mass_spec/reanalysis_r1.4/PXD006537/Alz_P01_A11_107_26Apr12_Roc_12-03-17/reports/Alz_P01_A11_107_26Apr12_Roc_12-03-17_sample_1_Default_Hierarchical_Report.txt
