#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD014083	placenta_C18_1_F1	public_data/PXD014083/mgf/placenta_C18_1_F1.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F1	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F1/reports/placenta_C18_1_F1_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F10	public_data/PXD014083/mgf/placenta_C18_1_F10.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F10	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F10/reports/placenta_C18_1_F10_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F11	public_data/PXD014083/mgf/placenta_C18_1_F11.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F11	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F11/reports/placenta_C18_1_F11_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F12	public_data/PXD014083/mgf/placenta_C18_1_F12.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F12	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F12/reports/placenta_C18_1_F12_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F13	public_data/PXD014083/mgf/placenta_C18_1_F13.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F13	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F13/reports/placenta_C18_1_F13_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F14	public_data/PXD014083/mgf/placenta_C18_1_F14.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F14	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F14/reports/placenta_C18_1_F14_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F15	public_data/PXD014083/mgf/placenta_C18_1_F15.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F15	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F15/reports/placenta_C18_1_F15_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F16	public_data/PXD014083/mgf/placenta_C18_1_F16.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F16	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F16/reports/placenta_C18_1_F16_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F17	public_data/PXD014083/mgf/placenta_C18_1_F17.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F17	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F17/reports/placenta_C18_1_F17_sample_1_Default_Hierarchical_Report.txt
PXD014083	placenta_C18_1_F18	public_data/PXD014083/mgf/placenta_C18_1_F18.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Deamidation of Q, Deamidation of N	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014083	31592669	placenta_C18_1_F18	Tissue placenta	Homo sapiens	1	Human placenta analysed in MS/MS across severals fractions (F) made by C18 SPE cartridges (C18) with in addition either molecular weight cut off 50 KDA (MWCO) or SDS-page (PAGE).	analysis/mass_spec/reanalysis_r1.4/PXD014083/placenta_C18_1_F18/reports/placenta_C18_1_F18_sample_1_Default_Hierarchical_Report.txt
