#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD013647	Controle_Rep3_20190222055310	public_data/PXD013647/mgf/Controle_Rep3_20190222055310.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep3_20190222055310_REP3_F2	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep3_20190222055310/reports/Controle_Rep3_20190222055310_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep2	public_data/PXD013647/mgf/Controle_Rep2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep2_REP2_F1	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep2/reports/Controle_Rep2_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep3_20190222031720	public_data/PXD013647/mgf/Controle_Rep3_20190222031720.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep3_20190222031720_REP3_F3	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep3_20190222031720/reports/Controle_Rep3_20190222031720_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep3	public_data/PXD013647/mgf/Controle_Rep3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep3_REP3_F1	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep3/reports/Controle_Rep3_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep2_20190222093545	public_data/PXD013647/mgf/Controle_Rep2_20190222093545.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep2_20190222093545_REP2_F2	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep2_20190222093545/reports/Controle_Rep2_20190222093545_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep2_20190221152438	public_data/PXD013647/mgf/Controle_Rep2_20190221152438.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep2_20190221152438_REP2_F3	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep2_20190221152438/reports/Controle_Rep2_20190221152438_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep1_20190221065258	public_data/PXD013647/mgf/Controle_Rep1_20190221065258.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep1_20190221065258_REP1_F2	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep1_20190221065258/reports/Controle_Rep1_20190221065258_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep1_20190221041711	public_data/PXD013647/mgf/Controle_Rep1_20190221041711.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep1_20190221041711_REP1_F3	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep1_20190221041711/reports/Controle_Rep1_20190221041711_sample_1_Default_Hierarchical_Report.txt
PXD013647	Controle_Rep1	public_data/PXD013647/mgf/Controle_Rep1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Controle_Rep1_REP1_F1	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Controle_Rep1/reports/Controle_Rep1_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep2	public_data/PXD013647/mgf/Scrib_Rep2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep2_REP2_F1	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep2/reports/Scrib_Rep2_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep3	public_data/PXD013647/mgf/Scrib_Rep3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep3_REP3_F1	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep3/reports/Scrib_Rep3_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep3_20190227060609	public_data/PXD013647/mgf/Scrib_Rep3_20190227060609.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep3_20190227060609_REP3_F2	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep3_20190227060609/reports/Scrib_Rep3_20190227060609_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep3_20190227033019	public_data/PXD013647/mgf/Scrib_Rep3_20190227033019.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep3_20190227033019_REP3_F3	HEK293T	Homo sapiens	3	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep3_20190227033019/reports/Scrib_Rep3_20190227033019_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep2_20190226185840	public_data/PXD013647/mgf/Scrib_Rep2_20190226185840.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep2_20190226185840_REP2_F1	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep2_20190226185840/reports/Scrib_Rep2_20190226185840_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep2_20190226162252	public_data/PXD013647/mgf/Scrib_Rep2_20190226162252.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep2_20190226162252_REP2_F2	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep2_20190226162252/reports/Scrib_Rep2_20190226162252_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep1_20190226075101	public_data/PXD013647/mgf/Scrib_Rep1_20190226075101.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep1_20190226075101_REP1_F2	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep1_20190226075101/reports/Scrib_Rep1_20190226075101_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep1_20190226051513	public_data/PXD013647/mgf/Scrib_Rep1_20190226051513.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep1_20190226051513_REP1_F3	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep1_20190226051513/reports/Scrib_Rep1_20190226051513_sample_1_Default_Hierarchical_Report.txt
PXD013647	Scrib_Rep1	public_data/PXD013647/mgf/Scrib_Rep1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Scrib_Rep1_REP1_F1	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Scrib_Rep1/reports/Scrib_Rep1_sample_1_Default_Hierarchical_Report.txt
PXD013647	Lano_Rep1	public_data/PXD013647/mgf/Lano_Rep1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Lano_Rep1_REP1_F1	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Lano_Rep1/reports/Lano_Rep1_sample_1_Default_Hierarchical_Report.txt
PXD013647	Lano_Rep1_20190224033025	public_data/PXD013647/mgf/Lano_Rep1_20190224033025.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Lano_Rep1_20190224033025_REP1_F2	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Lano_Rep1_20190224033025/reports/Lano_Rep1_20190224033025_sample_1_Default_Hierarchical_Report.txt
PXD013647	Lano_Rep1_20190224060615	public_data/PXD013647/mgf/Lano_Rep1_20190224060615.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Lano_Rep1_20190224060615_REP1_F3	HEK293T	Homo sapiens	1	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Lano_Rep1_20190224060615/reports/Lano_Rep1_20190224060615_sample_1_Default_Hierarchical_Report.txt
PXD013647	Lano_Rep2	public_data/PXD013647/mgf/Lano_Rep2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD013647	31513346	Lano_Rep2_REP2_F1	HEK293T	Homo sapiens	2	None	1	5	analysis/mass_spec/reanalysis_r1.6/PXD013647/Lano_Rep2/reports/Lano_Rep2_sample_1_Default_Hierarchical_Report.txt
