#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD004152	MS151072_OS_10	public_data/PXD004152/mgf/MS151072_OS_10.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_10	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_10/reports/MS151072_OS_10_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_13	public_data/PXD004152/mgf/MS151072_OS_13.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_13	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_13/reports/MS151072_OS_13_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_14	public_data/PXD004152/mgf/MS151072_OS_14.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_14	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_14/reports/MS151072_OS_14_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_15	public_data/PXD004152/mgf/MS151072_OS_15.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_15	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_15/reports/MS151072_OS_15_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_16	public_data/PXD004152/mgf/MS151072_OS_16.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_16	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_16/reports/MS151072_OS_16_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_17	public_data/PXD004152/mgf/MS151072_OS_17.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_17	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_17/reports/MS151072_OS_17_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_18	public_data/PXD004152/mgf/MS151072_OS_18.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_18	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_18/reports/MS151072_OS_18_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_19	public_data/PXD004152/mgf/MS151072_OS_19.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_19	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_19/reports/MS151072_OS_19_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_2	public_data/PXD004152/mgf/MS151072_OS_2.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_2	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_2/reports/MS151072_OS_2_sample_1_Default_Hierarchical_Report.txt
PXD004152	MS151072_OS_20	public_data/PXD004152/mgf/MS151072_OS_20.mgf	Trypsin	Carbamidomethylation of C, TMT 6-plex of K, TMT 6-plex of peptide N-term	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004152	28328168	MS151072_OS_20	Tissue brain	Mus musculus	1	none	3	4	analysis/mass_spec/reanalysis_r1.6/PXD004152/MS151072_OS_20/reports/MS151072_OS_20_sample_1_Default_Hierarchical_Report.txt
