#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD006002	20150708_SCC_FAK_KO_1	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r1	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_1/reports/20150708_SCC_FAK_KO_1_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_1_150709075301	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_1_150709075301.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r1	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_1_150709075301/reports/20150708_SCC_FAK_KO_1_150709075301_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_2	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r2	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_2/reports/20150708_SCC_FAK_KO_2_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_2_150709090034	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_2_150709090034.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r2	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_2_150709090034/reports/20150708_SCC_FAK_KO_2_150709090034_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_3	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r3	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_3/reports/20150708_SCC_FAK_KO_3_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_3_150709100807	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_3_150709100807.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_Ambra1_r3	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	1	Triplicata of FAK null cells, IP with Ambra1 antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_3_150709100807/reports/20150708_SCC_FAK_KO_3_150709100807_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_IGG_1	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_IGG_1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_IgG_r1	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	2	Triplicata of FAK null cells, IP with rabbit anti-IgG antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_IGG_1/reports/20150708_SCC_FAK_KO_IGG_1_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_IGG_1_150708175904	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_IGG_1_150708175904.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_IgG_r1	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	2	Triplicata of FAK null cells, IP with rabbit anti-IgG antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_IGG_1_150708175904/reports/20150708_SCC_FAK_KO_IGG_1_150708175904_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_IGG_2	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_IGG_2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_IgG_r2	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	2	Triplicata of FAK null cells, IP with rabbit anti-IgG antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_IGG_2/reports/20150708_SCC_FAK_KO_IGG_2_sample_1_Default_Hierarchical_Report.txt
PXD006002	20150708_SCC_FAK_KO_IGG_2_150708190633	/nfs3_ib/ip32-ibpublic_data/PXD006002/mgf/20150708_SCC_FAK_KO_IGG_2_150708190633.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M,Acetylation of protein N-term,Pyrolidone from Q,Phosphorylation of S,Phosphorylation of T	high	https://www.ebi.ac.uk/pride/archive/projects/PXD006002	28362576	Ambra1/Null_IgG_r2	Continuous cell line  squamous cell carcinoma (SCC)	Mus musculus	2	Triplicata of FAK null cells, IP with rabbit anti-IgG antibody	3	5	analysis/mass_spec/reanalysis_r1.4/PXD006002/20150708_SCC_FAK_KO_IGG_2_150708190633/reports/20150708_SCC_FAK_KO_IGG_2_150708190633_sample_1_Default_Hierarchical_Report.txt
