#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD010138	160922_B164-3_R1	public_data/PXD010138/160922_B164-3_R1.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_B164-3_REP1	Tissue Brain	Homo sapiens	1	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_B164-3_R1/reports/160922_B164-3_R1_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_B164-3_R2	public_data/PXD010138/160922_B164-3_R2.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_B164-3_REP2	Tissue Brain	Homo sapiens	2	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_B164-3_R2/reports/160922_B164-3_R2_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_B164-3_R3	public_data/PXD010138/160922_B164-3_R3.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_B164-3_REP3	Tissue Brain	Homo sapiens	3	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_B164-3_R3/reports/160922_B164-3_R3_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL333-3_R1	public_data/PXD010138/160922_BL333-3_R1.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL333-3_REP1	Tissue Brain	Homo sapiens	1	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL333-3_R1/reports/160922_BL333-3_R1_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL333-3_R2	public_data/PXD010138/160922_BL333-3_R2.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL333-3_REP2	Tissue Brain	Homo sapiens	2	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL333-3_R2/reports/160922_BL333-3_R2_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL333-3_R3	public_data/PXD010138/160922_BL333-3_R3.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL333-3_REP3	Tissue Brain	Homo sapiens	3	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL333-3_R3/reports/160922_BL333-3_R3_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL501-3_R1	public_data/PXD010138/160922_BL501-3_R1.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL501-3_REP1	Tissue Brain	Homo sapiens	1	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL501-3_R1/reports/160922_BL501-3_R1_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL501-3_R2	public_data/PXD010138/160922_BL501-3_R2.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL501-3_REP2	Tissue Brain	Homo sapiens	2	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL501-3_R2/reports/160922_BL501-3_R2_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL501-3_R3	public_data/PXD010138/160922_BL501-3_R3.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL501-3_REP3	Tissue Brain	Homo sapiens	3	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL501-3_R3/reports/160922_BL501-3_R3_sample_1_Default_Hierarchical_Report.txt
PXD010138	160922_BL709-3_R1	public_data/PXD010138/160922_BL709-3_R1.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010138	31207390	FC_BL709-3_REP1	Tissue Brain	Homo sapiens	1	Post-mortem dissections of humain brain regions (entorhinal cortex: EC, parahippocampal cortex: PHC, temporal cortex: TC and frontal cortex: FC) in triplicate digestions (REP)	analysis/mass_spec/reanalysis_r1.4/PXD010138/160922_BL709-3_R1/reports/160922_BL709-3_R1_sample_1_Default_Hierarchical_Report.txt
