#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F4_180921192819.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F4_180921192819.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#1	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F4_180921192819/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F4_180921192819_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F5_180921224027.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F5_180921224027.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#2	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F5_180921224027/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F5_180921224027_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F6_180922015225.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F6_180922015225.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#3	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F6_180922015225/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F6_180922015225_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F7.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F7.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#4	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F7/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F7_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F8.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#5	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F8/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_2-1verdunnt_F8_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F1.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#6	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F1/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F1_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F2.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#7	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F2/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F2_sample_1_Default_Hierarchical_Report.txt
PXD019483	20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F3.mgf	public_data/PXD019483/mgf/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	HeLa_old/fraction#8	Continuous cell line_HeLa_old	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F3/reports/20180920_QX3_JoMu_SA_LC12-7_uPAC200cm_HeLa+iRT_F3_sample_1_Default_Hierarchical_Report.txt
PXD019483	20190530_QX6_JoMu_SA_uPac200cm_A549_f1.mgf	public_data/PXD019483/mgf/20190530_QX6_JoMu_SA_uPac200cm_A549_f1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	A549/fraction#1	Continuous cell line_A549	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20190530_QX6_JoMu_SA_uPac200cm_A549_f1/reports/20190530_QX6_JoMu_SA_uPac200cm_A549_f1_sample_1_Default_Hierarchical_Report.txt
PXD019483	20190530_QX6_JoMu_SA_uPac200cm_A549_f2.mgf	public_data/PXD019483/mgf/20190530_QX6_JoMu_SA_uPac200cm_A549_f2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD019483	32555458	A549/fraction#2	Continuous cell line_A549	Homo sapiens	1	cell_line/fraction	3	0	analysis/mass_spec/reanalysis_r1.4/PXD019483/20190530_QX6_JoMu_SA_uPac200cm_A549_f2/reports/20190530_QX6_JoMu_SA_uPac200cm_A549_f2_sample_1_Default_Hierarchical_Report.txt
