#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD005021	FlMI140719_AS50_Q695	public_data/PXD005021/mgf/FlMI140719_AS50_Q695.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_AS50_Q695	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_AS50_Q695/reports/FlMI140719_AS50_Q695_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_NP49_Q704	public_data/PXD005021/mgf/FlMI140719_NP49_Q704.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_NP49_Q704	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_NP49_Q704/reports/FlMI140719_NP49_Q704_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA01_Q696	public_data/PXD005021/mgf/FlMI140719_PA01_Q696.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA01_Q696	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA01_Q696/reports/FlMI140719_PA01_Q696_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA07_Q697	public_data/PXD005021/mgf/FlMI140719_PA07_Q697.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA07_Q697	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA07_Q697/reports/FlMI140719_PA07_Q697_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA09_Q698	public_data/PXD005021/mgf/FlMI140719_PA09_Q698.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA09_Q698	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA09_Q698/reports/FlMI140719_PA09_Q698_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA16_Q699	public_data/PXD005021/mgf/FlMI140719_PA16_Q699.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA16_Q699	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA16_Q699/reports/FlMI140719_PA16_Q699_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA31_Q700	public_data/PXD005021/mgf/FlMI140719_PA31_Q700.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA31_Q700	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA31_Q700/reports/FlMI140719_PA31_Q700_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA42_Q701	public_data/PXD005021/mgf/FlMI140719_PA42_Q701.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA42_Q701	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA42_Q701/reports/FlMI140719_PA42_Q701_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA45_Q702	public_data/PXD005021/mgf/FlMI140719_PA45_Q702.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA45_Q702	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA45_Q702/reports/FlMI140719_PA45_Q702_sample_1_Default_Hierarchical_Report.txt
PXD005021	FlMI140719_PA48_Q703	public_data/PXD005021/mgf/FlMI140719_PA48_Q703.mgf	Trypsin		Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD005021	28265047	FlMI140719_PA48_Q703	Biological fluid plasma	Homo sapiens	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD005021/FlMI140719_PA48_Q703/reports/FlMI140719_PA48_Q703_sample_1_Default_Hierarchical_Report.txt
