#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD016485	E1_20181010_HS_930_JK_IP_A1	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_A1.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_A1	Whole organism	Caenorhabditis elegans	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_A1/reports/E1_20181010_HS_930_JK_IP_A1_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_A1P	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_A1P.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_A1P	Whole organism	Caenorhabditis elegans	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_A1P/reports/E1_20181010_HS_930_JK_IP_A1P_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_A2	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_A2.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_A2	Whole organism	Caenorhabditis elegans	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_A2/reports/E1_20181010_HS_930_JK_IP_A2_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_A2P	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_A2P.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_A2P	Whole organism	Caenorhabditis elegans	1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_A2P/reports/E1_20181010_HS_930_JK_IP_A2P_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_B1	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_B1.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_B1	Whole organism	Caenorhabditis elegans	2	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_B1/reports/E1_20181010_HS_930_JK_IP_B1_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_B1P	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_B1P.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_B1P	Whole organism	Caenorhabditis elegans	2	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_B1P/reports/E1_20181010_HS_930_JK_IP_B1P_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_B2	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_B2.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_B2	Whole organism	Caenorhabditis elegans	2	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_B2/reports/E1_20181010_HS_930_JK_IP_B2_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_B2P	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_B2P.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_B2P	Whole organism	Caenorhabditis elegans	2	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_B2P/reports/E1_20181010_HS_930_JK_IP_B2P_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_C1	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_C1.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_C1	Whole organism	Caenorhabditis elegans	3	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_C1/reports/E1_20181010_HS_930_JK_IP_C1_sample_1_Default_Hierarchical_Report.txt
PXD016485	E1_20181010_HS_930_JK_IP_C1P	public_data/PXD016485/mgf/E1_20181010_HS_930_JK_IP_C1P.mgf	Trypsin		Carbamidomethylation of C, Oxidation of M, Propionamide of C	inter	https://www.ebi.ac.uk/pride/archive/projects/PXD016485	32001616	E1_20181010_HS_930_JK_IP_C1P	Whole organism	Caenorhabditis elegans	3	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD016485/E1_20181010_HS_930_JK_IP_C1P/reports/E1_20181010_HS_930_JK_IP_C1P_sample_1_Default_Hierarchical_Report.txt
