#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD002516	131023_Sunil_PPT_Brain_A_01	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_01.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_01/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_01/reports/131023_Sunil_PPT_Brain_A_01_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_02	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_02.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_02/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_02/reports/131023_Sunil_PPT_Brain_A_02_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_03	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_03.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_03/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_03/reports/131023_Sunil_PPT_Brain_A_03_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_04	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_04.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_04/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_04/reports/131023_Sunil_PPT_Brain_A_04_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_05	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_05.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_05/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_05/reports/131023_Sunil_PPT_Brain_A_05_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_06	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_06.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_06/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_06/reports/131023_Sunil_PPT_Brain_A_06_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_07	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_07.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_07/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_07/reports/131023_Sunil_PPT_Brain_A_07_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_08	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_08.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_08/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_08/reports/131023_Sunil_PPT_Brain_A_08_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_09	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_09.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_09/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_09/reports/131023_Sunil_PPT_Brain_A_09_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_10	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_10/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_10/reports/131023_Sunil_PPT_Brain_A_10_sample_1_Default_Hierarchical_Report.txt
PXD002516	131023_Sunil_PPT_Brain_A_11	public_data/PXD002516/mgf/131023_Sunil_PPT_Brain_A_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Acetylation of protein N-term, Deamidation of N, Deamidation of Q, Oxidation of M	high	https://www.ebi.ac.uk/pride/archive/projects/PXD002516	26892330	131023_Sunil_PPT_Brain_A_11/AcetateBuffer_Aggregated	Tissue Brain samples of 69-year-old male diagnosed with subarachnoid hemorrhage (SAH) and dementia	Homo sapiens	1	sample_name(fraction 1-26)/soluble ou aggregated pellet	analysis/mass_spec/reanalysis_r1.4/PXD002516/131023_Sunil_PPT_Brain_A_11/reports/131023_Sunil_PPT_Brain_A_11_sample_1_Default_Hierarchical_Report.txt
