#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD010154	01075_B01_P010693_S00_N02_R1	public_data/PXD010154/mgf/01075_B01_P010693_S00_N02_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01075_B01_P010693_S00_N02_R1/P010693/V291/-/-/-/Trypsin	Tissue_colon	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01075_B01_P010693_S00_N02_R1/reports/01075_B01_P010693_S00_N02_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01075_F03_P010693_S00_N22_R1	public_data/PXD010154/mgf/01075_F03_P010693_S00_N22_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01075_F03_P010693_S00_N22_R1/P010693/V291/-/-/-/Trypsin	Tissue_colon	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01075_F03_P010693_S00_N22_R1/reports/01075_F03_P010693_S00_N22_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01226_C04_P012502_S00_N27_R1	public_data/PXD010154/mgf/01226_C04_P012502_S00_N27_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01226_C04_P012502_S00_N27_R1/P012502/V358/P1973_515/-/-/Trypsin	Tissue_liver	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01226_C04_P012502_S00_N27_R1/reports/01226_C04_P012502_S00_N27_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01269_A04_P013107_S00_N25_R1	public_data/PXD010154/mgf/01269_A04_P013107_S00_N25_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01269_A04_P013107_S00_N25_R1/P013107/V301/P973_129/Male/20/Trypsin	Tissue_tonsil	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01269_A04_P013107_S00_N25_R1/reports/01269_A04_P013107_S00_N25_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01294_H01_P013197_S00_N08_R1	public_data/PXD010154/mgf/01294_H01_P013197_S00_N08_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01294_H01_P013197_S00_N08_R1/P013197/V179/P414_104/Male/60/Trypsin	Tissue_gallbladder	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01294_H01_P013197_S00_N08_R1/reports/01294_H01_P013197_S00_N08_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01307_A02_P013386_S00_N09_R1	public_data/PXD010154/mgf/01307_A02_P013386_S00_N09_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01307_A02_P013386_S00_N09_R1/P013386/V200/P414_119/Female/40/Trypsin	Tissue_endometrium/uterine endometrium	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01307_A02_P013386_S00_N09_R1/reports/01307_A02_P013386_S00_N09_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01499_F04_P015159_S00_N30_R1	public_data/PXD010154/mgf/01499_F04_P015159_S00_N30_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01499_F04_P015159_S00_N30_R1/P015159/V315/P973_140/Female/59/Trypsin	Tissue_fat/adipose tissue	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01499_F04_P015159_S00_N30_R1/reports/01499_F04_P015159_S00_N30_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01501_F01_P015161_S00_N06_R1	public_data/PXD010154/mgf/01501_F01_P015161_S00_N06_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01501_F01_P015161_S00_N06_R1/P015161/V240/P415_112/Female/21/Trypsin	Tissue_salivary gland	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01501_F01_P015161_S00_N06_R1/reports/01501_F01_P015161_S00_N06_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01524_F01_P015424_S00_N06_R1	public_data/PXD010154/mgf/01524_F01_P015424_S00_N06_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01524_F01_P015424_S00_N06_R1/P015424/V122/P282_105/Female/63/Trypsin	Tissue_adrenal gland	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01524_F01_P015424_S00_N06_R1/reports/01524_F01_P015424_S00_N06_R1_sample_1_Default_Hierarchical_Report.txt
PXD010154	01524_G01_P015424_S00_N07_R1	public_data/PXD010154/mgf/01524_G01_P015424_S00_N07_R1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD010154		01524_G01_P015424_S00_N07_R1/P015424/V122/P282_105/Female/63/Trypsin	Tissue_adrenal gland	Homo sapiens		Experiment_name/MS Experiment ID/Tissue ID/RNA-Seq Data ID/Gender of donor/Age of donor/Proteases	analysis/mass_spec/reanalysis_r1.4/PXD010154/01524_G01_P015424_S00_N07_R1/reports/01524_G01_P015424_S00_N07_R1_sample_1_Default_Hierarchical_Report.txt
