#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD001455	1054_3_hilic_29nov11_03	public_data/PXD001455/mgf/1054_3_hilic_29nov11_03.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_03	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_03/reports/1054_3_hilic_29nov11_03_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_09	public_data/PXD001455/mgf/1054_3_hilic_29nov11_09.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_09	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_09/reports/1054_3_hilic_29nov11_09_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_11	public_data/PXD001455/mgf/1054_3_hilic_29nov11_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_11	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_11/reports/1054_3_hilic_29nov11_11_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_13	public_data/PXD001455/mgf/1054_3_hilic_29nov11_13.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_13	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_13/reports/1054_3_hilic_29nov11_13_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_14	public_data/PXD001455/mgf/1054_3_hilic_29nov11_14.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_14	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_14/reports/1054_3_hilic_29nov11_14_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_15	public_data/PXD001455/mgf/1054_3_hilic_29nov11_15.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_15	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_15/reports/1054_3_hilic_29nov11_15_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_16	public_data/PXD001455/mgf/1054_3_hilic_29nov11_16.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_16	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_16/reports/1054_3_hilic_29nov11_16_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_17	public_data/PXD001455/mgf/1054_3_hilic_29nov11_17.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_17	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_17/reports/1054_3_hilic_29nov11_17_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_18	public_data/PXD001455/mgf/1054_3_hilic_29nov11_18.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_18	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_18/reports/1054_3_hilic_29nov11_18_sample_1_Default_Hierarchical_Report.txt
PXD001455	1054_3_hilic_29nov11_19	public_data/PXD001455/mgf/1054_3_hilic_29nov11_19.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Lysine 13C(6), Arginine 13C(6) 15N(4), Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD001455	25403936	1054_3_hilic_29nov11_19	Continuous cell line Kc	Drosophila melanogaster	1	10h ecdysone treatment, fwd SILAC	3	5	analysis/mass_spec/reanalysis_r1.6/PXD001455/1054_3_hilic_29nov11_19/reports/1054_3_hilic_29nov11_19_sample_1_Default_Hierarchical_Report.txt
