#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD000529	CHPP_97H_RP1_1	public_data/PXD000529/mgf/CHPP_97H_RP1_1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP1/1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP1_1/reports/CHPP_97H_RP1_1_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP1_2	public_data/PXD000529/mgf/CHPP_97H_RP1_2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP1/2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP1_2/reports/CHPP_97H_RP1_2_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP10_1	public_data/PXD000529/mgf/CHPP_97H_RP10_1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP10/1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP10_1/reports/CHPP_97H_RP10_1_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP10_2	public_data/PXD000529/mgf/CHPP_97H_RP10_2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP10/2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP10_2/reports/CHPP_97H_RP10_2_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP11_1	public_data/PXD000529/mgf/CHPP_97H_RP11_1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP11/1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP11_1/reports/CHPP_97H_RP11_1_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP11_2	public_data/PXD000529/mgf/CHPP_97H_RP11_2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP11/2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP11_2/reports/CHPP_97H_RP11_2_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP12_1	public_data/PXD000529/mgf/CHPP_97H_RP12_1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP12/1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP12_1/reports/CHPP_97H_RP12_1_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP12_2	public_data/PXD000529/mgf/CHPP_97H_RP12_2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP12/2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP12_2/reports/CHPP_97H_RP12_2_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP13_1	public_data/PXD000529/mgf/CHPP_97H_RP13_1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP13/1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP13_1/reports/CHPP_97H_RP13_1_sample_1_Default_Hierarchical_Report.txt
PXD000529	CHPP_97H_RP13_2	public_data/PXD000529/mgf/CHPP_97H_RP13_2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000529	24328083	97H/RP13/2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell lines (97H = MHCC97H, LM3=HCCLM3)/fractions/technical replicate(1-2)	analysis/mass_spec/reanalysis_r1.4/PXD000529/CHPP_97H_RP13_2/reports/CHPP_97H_RP13_2_sample_1_Default_Hierarchical_Report.txt
