#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD000747	20130528_EXQ4_MaZe_SA_P1_11	public_data/PXD000747/mgf/20130528_EXQ4_MaZe_SA_P1_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130528_EXQ4_MaZe_SA_P1_11	Biological fluid blood platelet	Mus musculus	1	crude, FRAC1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130528_EXQ4_MaZe_SA_P1_11/reports/20130528_EXQ4_MaZe_SA_P1_11_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130528_EXQ4_MaZe_SA_P1_4	public_data/PXD000747/mgf/20130528_EXQ4_MaZe_SA_P1_4.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130528_EXQ4_MaZe_SA_P1_4	Biological fluid blood platelet	Mus musculus	1	crude, FRAC5	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130528_EXQ4_MaZe_SA_P1_4/reports/20130528_EXQ4_MaZe_SA_P1_4_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130528_EXQ4_MaZe_SA_P1_5	public_data/PXD000747/mgf/20130528_EXQ4_MaZe_SA_P1_5.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130528_EXQ4_MaZe_SA_P1_5	Biological fluid blood platelet	Mus musculus	1	crude, FRAC4	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130528_EXQ4_MaZe_SA_P1_5/reports/20130528_EXQ4_MaZe_SA_P1_5_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130528_EXQ4_MaZe_SA_P1_6	public_data/PXD000747/mgf/20130528_EXQ4_MaZe_SA_P1_6.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130528_EXQ4_MaZe_SA_P1_6	Biological fluid blood platelet	Mus musculus	1	crude, FRAC3	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130528_EXQ4_MaZe_SA_P1_6/reports/20130528_EXQ4_MaZe_SA_P1_6_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130528_EXQ4_MaZe_SA_P1_8	public_data/PXD000747/mgf/20130528_EXQ4_MaZe_SA_P1_8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130528_EXQ4_MaZe_SA_P1_8	Biological fluid blood platelet	Mus musculus	1	crude, FRAC2	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130528_EXQ4_MaZe_SA_P1_8/reports/20130528_EXQ4_MaZe_SA_P1_8_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130529_EXQ4_MaZe_SA_P2_11	public_data/PXD000747/mgf/20130529_EXQ4_MaZe_SA_P2_11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130529_EXQ4_MaZe_SA_P2_11	Biological fluid blood platelet	Mus musculus	1	purified, FRAC1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130529_EXQ4_MaZe_SA_P2_11/reports/20130529_EXQ4_MaZe_SA_P2_11_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130529_EXQ4_MaZe_SA_P2_3	public_data/PXD000747/mgf/20130529_EXQ4_MaZe_SA_P2_3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130529_EXQ4_MaZe_SA_P2_3	Biological fluid blood platelet	Mus musculus	1	purified, FRAC6	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130529_EXQ4_MaZe_SA_P2_3/reports/20130529_EXQ4_MaZe_SA_P2_3_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130529_EXQ4_MaZe_SA_P2_4	public_data/PXD000747/mgf/20130529_EXQ4_MaZe_SA_P2_4.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130529_EXQ4_MaZe_SA_P2_4	Biological fluid blood platelet	Mus musculus	1	purified, FRAC5	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130529_EXQ4_MaZe_SA_P2_4/reports/20130529_EXQ4_MaZe_SA_P2_4_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130529_EXQ4_MaZe_SA_P2_5	public_data/PXD000747/mgf/20130529_EXQ4_MaZe_SA_P2_5.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130529_EXQ4_MaZe_SA_P2_5	Biological fluid blood platelet	Mus musculus	1	purified, FRAC4	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130529_EXQ4_MaZe_SA_P2_5/reports/20130529_EXQ4_MaZe_SA_P2_5_sample_1_Default_Hierarchical_Report.txt
PXD000747	20130529_EXQ4_MaZe_SA_P2_6	public_data/PXD000747/mgf/20130529_EXQ4_MaZe_SA_P2_6.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD000747	25205226	20130529_EXQ4_MaZe_SA_P2_6	Biological fluid blood platelet	Mus musculus	1	purified, FRAC3	3	5	analysis/mass_spec/reanalysis_r1.6/PXD000747/20130529_EXQ4_MaZe_SA_P2_6/reports/20130529_EXQ4_MaZe_SA_P2_6_sample_1_Default_Hierarchical_Report.txt
