#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD004875	JAW66-10	public_data/PXD004875/mgf/JAW66-10.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-10	Continuous cell line U2OS	Homo sapiens	1	Ratio L/H_5.0, n=1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-10/reports/JAW66-10_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW66-11	public_data/PXD004875/mgf/JAW66-11.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-11	Continuous cell line U2OS	Homo sapiens	2	Ratio L/H_5.0, n=2	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-11/reports/JAW66-11_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW66-12	public_data/PXD004875/mgf/JAW66-12.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-12	Continuous cell line U2OS	Homo sapiens	3	Ratio L/H_5.0, n=3	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-12/reports/JAW66-12_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW66-7	public_data/PXD004875/mgf/JAW66-7.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-7	Continuous cell line U2OS	Homo sapiens	1	Ratio L/H_10.0, n=1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-7/reports/JAW66-7_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW66-8	public_data/PXD004875/mgf/JAW66-8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-8	Continuous cell line U2OS	Homo sapiens	2	Ratio L/H_10.0, n=2	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-8/reports/JAW66-8_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW66-9	public_data/PXD004875/mgf/JAW66-9.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW66-9	Continuous cell line U2OS	Homo sapiens	3	Ratio L/H _10.0, n=3	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW66-9/reports/JAW66-9_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW_MTX_001_g1	public_data/PXD004875/mgf/JAW_MTX_001_g1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW_MTX_001_g1	Continuous cell line U2OS	Homo sapiens	1	Ratio L/H _0, n=1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW_MTX_001_g1/reports/JAW_MTX_001_g1_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW_MTX_001_g2	public_data/PXD004875/mgf/JAW_MTX_001_g2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW_MTX_001_g2	Continuous cell line U2OS	Homo sapiens	2	Ratio L/H _0, n=2	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW_MTX_001_g2/reports/JAW_MTX_001_g2_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW_MTX_001_g3	public_data/PXD004875/mgf/JAW_MTX_001_g3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW_MTX_001_g3	Continuous cell line U2OS	Homo sapiens	3	Ratio L/H _0, n=3	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW_MTX_001_g3/reports/JAW_MTX_001_g3_sample_1_Default_Hierarchical_Report.txt
PXD004875	JAW_MTX_001_h1	public_data/PXD004875/mgf/JAW_MTX_001_h1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Arginine 13C(6) 15N(4), Lysine 13C(6) 15N(2)	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004875	27779380	JAW_MTX_001_h1	Continuous cell line U2OS	Homo sapiens	1	Ratio L/H _0.125, n=1	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004875/JAW_MTX_001_h1/reports/JAW_MTX_001_h1_sample_1_Default_Hierarchical_Report.txt
