#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	msgf_fragmentation	msgf_protocol	report
PXD004556	Latte_Pecora_CTRL_10_VC_0001444	public_data/PXD004556/mgf/Latte_Pecora_CTRL_10_VC_0001444.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_10_VC_0001444	Biological fluid milk, whey	Ovis aries	CTRL_FRAC10	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_10_VC_0001444/reports/Latte_Pecora_CTRL_10_VC_0001444_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_1_VC_0001433	public_data/PXD004556/mgf/Latte_Pecora_CTRL_1_VC_0001433.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_1_VC_0001433	Biological fluid milk, whey	Ovis aries	CTRL_FRAC1	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_1_VC_0001433/reports/Latte_Pecora_CTRL_1_VC_0001433_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_2_VC_0001434	public_data/PXD004556/mgf/Latte_Pecora_CTRL_2_VC_0001434.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_2_VC_0001434	Biological fluid milk, whey	Ovis aries	CTRL_FRAC2	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_2_VC_0001434/reports/Latte_Pecora_CTRL_2_VC_0001434_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_3_VC_0001435	public_data/PXD004556/mgf/Latte_Pecora_CTRL_3_VC_0001435.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_3_VC_0001435	Biological fluid milk, whey	Ovis aries	CTRL_FRAC3	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_3_VC_0001435/reports/Latte_Pecora_CTRL_3_VC_0001435_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_4_VC_0001436	public_data/PXD004556/mgf/Latte_Pecora_CTRL_4_VC_0001436.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_4_VC_0001436	Biological fluid milk, whey	Ovis aries	CTRL_FRAC4	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_4_VC_0001436/reports/Latte_Pecora_CTRL_4_VC_0001436_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_5_VC_0001437	public_data/PXD004556/mgf/Latte_Pecora_CTRL_5_VC_0001437.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_5_VC_0001437	Biological fluid milk, whey	Ovis aries	CTRL_FRAC5	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_5_VC_0001437/reports/Latte_Pecora_CTRL_5_VC_0001437_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_6_VC_0001440	public_data/PXD004556/mgf/Latte_Pecora_CTRL_6_VC_0001440.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_6_VC_0001440	Biological fluid milk, whey	Ovis aries	CTRL_FRAC6	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_6_VC_0001440/reports/Latte_Pecora_CTRL_6_VC_0001440_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_7_VC_0001441	public_data/PXD004556/mgf/Latte_Pecora_CTRL_7_VC_0001441.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_7_VC_0001441	Biological fluid milk, whey	Ovis aries	CTRL_FRAC7	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_7_VC_0001441/reports/Latte_Pecora_CTRL_7_VC_0001441_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_8_VC_0001442	public_data/PXD004556/mgf/Latte_Pecora_CTRL_8_VC_0001442.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_8_VC_0001442	Biological fluid milk, whey	Ovis aries	CTRL_FRAC8	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_8_VC_0001442/reports/Latte_Pecora_CTRL_8_VC_0001442_sample_1_Default_Hierarchical_Report.txt
PXD004556	Latte_Pecora_CTRL_9_VC_0001443	public_data/PXD004556/mgf/Latte_Pecora_CTRL_9_VC_0001443.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Pyrolidone from E, Pyrolidone from Q, Phosphorylation of S, Phosphorylation of T, Phosphorylation of Y	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004556	27784645	Latte_Pecora_CTRL_9_VC_0001443	Biological fluid milk, whey	Ovis aries	CTRL_FRAC9	none	3	5	analysis/mass_spec/reanalysis_r1.6/PXD004556/Latte_Pecora_CTRL_9_VC_0001443/reports/Latte_Pecora_CTRL_9_VC_0001443_sample_1_Default_Hierarchical_Report.txt
