#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD000533	3B1-1	public_data/PXD000533/mgf/3B1-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B1-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B1-1/reports/3B1-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B1-2	public_data/PXD000533/mgf/3B1-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B1-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B1-2/reports/3B1-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B10-1	public_data/PXD000533/mgf/3B10-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B10-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B10-1/reports/3B10-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B10-2	public_data/PXD000533/mgf/3B10-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B10-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B10-2/reports/3B10-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B11-1	public_data/PXD000533/mgf/3B11-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B11-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B11-1/reports/3B11-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B11-2	public_data/PXD000533/mgf/3B11-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B11-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B11-2/reports/3B11-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B12-1	public_data/PXD000533/mgf/3B12-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B12-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B12-1/reports/3B12-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B12-2	public_data/PXD000533/mgf/3B12-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B12-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B12-2/reports/3B12-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B13-1	public_data/PXD000533/mgf/3B13-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B13-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B13-1/reports/3B13-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B13-2	public_data/PXD000533/mgf/3B13-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B13-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B13-2/reports/3B13-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B14-1	public_data/PXD000533/mgf/3B14-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B14-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B14-1/reports/3B14-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B14-2	public_data/PXD000533/mgf/3B14-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B14-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B14-2/reports/3B14-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B15-1	public_data/PXD000533/mgf/3B15-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B15-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B15-1/reports/3B15-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B15-2	public_data/PXD000533/mgf/3B15-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B15-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B15-2/reports/3B15-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B16-1	public_data/PXD000533/mgf/3B16-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B16-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B16-1/reports/3B16-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B16-2	public_data/PXD000533/mgf/3B16-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B16-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B16-2/reports/3B16-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B17-1	public_data/PXD000533/mgf/3B17-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B17-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B17-1/reports/3B17-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B17-2	public_data/PXD000533/mgf/3B17-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B17-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B17-2/reports/3B17-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B18-1	public_data/PXD000533/mgf/3B18-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B18-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B18-1/reports/3B18-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B18-2	public_data/PXD000533/mgf/3B18-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B18-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B18-2/reports/3B18-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B19-1	public_data/PXD000533/mgf/3B19-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B19-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B19-1/reports/3B19-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B19-2	public_data/PXD000533/mgf/3B19-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B19-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B19-2/reports/3B19-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B2-1	public_data/PXD000533/mgf/3B2-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B2-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B2-1/reports/3B2-1_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B2-2	public_data/PXD000533/mgf/3B2-2.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B2-2	Continuous cell line hepatocellular carcinoma	Homo sapiens	2	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B2-2/reports/3B2-2_sample_1_Default_Hierarchical_Report.txt
PXD000533	3B20-1	public_data/PXD000533/mgf/3B20-1.mgf	Trypsin	Carbamidomethylation of C		high	https://www.ebi.ac.uk/pride/archive/projects/PXD000533	24328083�	3B20-1	Continuous cell line hepatocellular carcinoma	Homo sapiens	1	cell line(3B=Hep3B, H=MHCC97H)/Fractions(1-24)/technical replicate (-1 ou -2)	analysis/mass_spec/reanalysis_r1.4/PXD000533/3B20-1/reports/3B20-1_sample_1_Default_Hierarchical_Report.txt
