PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F1.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F1.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction01	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F1/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F1_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F2.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F2.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction02	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F2/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F2_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F3.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F3.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F3.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction03	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F3/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F3_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F4.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F4.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F4.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction04	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F4/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F4_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F5.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F5.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F5.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction05	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F5/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F5_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F6.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F6.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F6.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction06	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F6/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F6_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F7.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F7.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F7.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction07	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F7/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F7_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F8.mgf	public_data/PXD014877/mgf/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F8.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F8.mgf	"Continuous cell line_Bos taurus_MDBK (NBL-1); ATCC-CCL-22"	Bos taurus	1	Bos taurus_Fraction08	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F8/reports/20180923_QX3_JoMu_SA_LC12-7_uPAC200cm_Btauros+iRT_F8_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction1.mgf	public_data/PXD014877/mgf/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction1.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction1.mgf	Continuous cell line_Drosophila melanogaster_Max-Planck-Institute intern	Drosophila melanogaster	1	Drosophila melanogaster_Fraction01	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction1/reports/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction1_sample_1_Default_Hierarchical_Report.txt
PXD014877	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction2.mgf	public_data/PXD014877/mgf/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction2.mgf	Trypsin (no P rule)	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term	high	https://www.ebi.ac.uk/pride/archive/projects/PXD014877	32555458	20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction2.mgf	Continuous cell line_Drosophila melanogaster_Max-Planck-Institute intern	Drosophila melanogaster	1	Drosophila melanogaster_Fraction02	3	0	analysis/mass_spec/reanalysis_r1.4/PXD014877/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction2/reports/20180907_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Drosophila+iRT_fraction2_sample_1_Default_Hierarchical_Report.txt
