#dataset_identifier	experiment_name	dataset_path	enzyme_list	fixmods_list	variable_mods_list	ms_type	download	citation	sample	sample_type	specie_name	replicate	note	report
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_01_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_02_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_Act_03_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_01_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_02_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03/reports/20131115_EXQ2_JaRi_SA_Do132_Memory_Free_CTL_03_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01/reports/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_01_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02/reports/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_02_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03/reports/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_Act_03_sample_1_Default_Hierarchical_Report.txt
PXD004352	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01	public_data/PXD004352/mgf/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01.mgf	Trypsin	Carbamidomethylation of C	Oxidation of M, Acetylation of protein N-term, Deamidation of N, Deamidation of Q	high	https://www.ebi.ac.uk/pride/archive/projects/PXD004352	28263321	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01	"Primary cells; hematopoeitic cells"	Homo sapiens	1		analysis/mass_spec/reanalysis_r1.4/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01/reports/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_01_sample_1_Default_Hierarchical_Report.txt
