PXD018933	OFCCF180912_10_S3_CCF01450_LKS2_TR1_Human	public_data/PXD018933/mgf/OFCCF180912_10_S3_CCF01450_LKS2_TR1_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF180912_10_S3_CCF01450_LKS2_TR1_Human_REP1_F1	Tissue tooth	Homo sapiens	1	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF180912_10_S3_CCF01450_LKS2_TR1_Human/reports/OFCCF180912_10_S3_CCF01450_LKS2_TR1_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF180912_14_S3_CCF01452_LOS2_TR1_Human	public_data/PXD018933/mgf/OFCCF180912_14_S3_CCF01452_LOS2_TR1_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF180912_14_S3_CCF01452_LOS2_TR1_Human_REP1_F1	Tissue tooth	Homo sapiens	1	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF180912_14_S3_CCF01452_LOS2_TR1_Human/reports/OFCCF180912_14_S3_CCF01452_LOS2_TR1_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF180912_18_S3_CCF01450_LKS2_TR2_Human	public_data/PXD018933/mgf/OFCCF180912_18_S3_CCF01450_LKS2_TR2_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF180912_18_S3_CCF01450_LKS2_TR2_Human_REP2_F1	Tissue tooth	Homo sapiens	2	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF180912_18_S3_CCF01450_LKS2_TR2_Human/reports/OFCCF180912_18_S3_CCF01450_LKS2_TR2_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF180912_22_S3_CCF01452_LOS2_TR2_Human	public_data/PXD018933/mgf/OFCCF180912_22_S3_CCF01452_LOS2_TR2_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF180912_22_S3_CCF01452_LOS2_TR2_Human_REP2_F1	Tissue tooth	Homo sapiens	2	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF180912_22_S3_CCF01452_LOS2_TR2_Human/reports/OFCCF180912_22_S3_CCF01452_LOS2_TR2_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF190912_08_S4_CCF01461_LKSpep_TR1_Human	public_data/PXD018933/mgf/OFCCF190912_08_S4_CCF01461_LKSpep_TR1_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF190912_08_S4_CCF01461_LKSpep_TR1_Human_REP1_F1	Tissue tooth	Homo sapiens	1	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF190912_08_S4_CCF01461_LKSpep_TR1_Human/reports/OFCCF190912_08_S4_CCF01461_LKSpep_TR1_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF190912_09_S4_CCF01461_LKSpep_TR2_Human	public_data/PXD018933/mgf/OFCCF190912_09_S4_CCF01461_LKSpep_TR2_Human.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF190912_09_S4_CCF01461_LKSpep_TR2_Human_REP2_F1	Tissue tooth	Homo sapiens	2	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF190912_09_S4_CCF01461_LKSpep_TR2_Human/reports/OFCCF190912_09_S4_CCF01461_LKSpep_TR2_Human_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF191106_08_SP02_CCF01631_T5_TR1_Pan	public_data/PXD018933/mgf/OFCCF191106_08_SP02_CCF01631_T5_TR1_Pan.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF191106_08_SP02_CCF01631_T5_TR1_Pan_REP1_F1	Tissue tooth	Pan troglodytes	1	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF191106_08_SP02_CCF01631_T5_TR1_Pan/reports/OFCCF191106_08_SP02_CCF01631_T5_TR1_Pan_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF191106_09_SP02_CCF01631_T5_TR2_Pan	public_data/PXD018933/mgf/OFCCF191106_09_SP02_CCF01631_T5_TR2_Pan.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF191106_09_SP02_CCF01631_T5_TR2_Pan_REP2_F1	Tissue tooth	Pan troglodytes	2	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF191106_09_SP02_CCF01631_T5_TR2_Pan/reports/OFCCF191106_09_SP02_CCF01631_T5_TR2_Pan_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF191106_13_SP02_CCF01632_T6_TR1_Pan	public_data/PXD018933/mgf/OFCCF191106_13_SP02_CCF01632_T6_TR1_Pan.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF191106_13_SP02_CCF01632_T6_TR1_Pan_REP1_F1	Tissue tooth	Pan troglodytes	1	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF191106_13_SP02_CCF01632_T6_TR1_Pan/reports/OFCCF191106_13_SP02_CCF01632_T6_TR1_Pan_sample_1_Default_Hierarchical_Report.txt
PXD018933	OFCCF191106_14_SP02_CCF01632_T6_TR2_Pan	public_data/PXD018933/mgf/OFCCF191106_14_SP02_CCF01632_T6_TR2_Pan.mgf	Trypsin	Carbamidomethylation of C	Deamidation of N, Deamidation of Q, Oxidation of M, Oxidation of P	high	https://www.ebi.ac.uk/pride/archive/projects/PXD018933	33189847	OFCCF191106_14_SP02_CCF01632_T6_TR2_Pan_REP2_F1	Tissue tooth	Pan troglodytes	2	None	3	5	analysis/mass_spec/reanalysis_r1.6/PXD018933/OFCCF191106_14_SP02_CCF01632_T6_TR2_Pan/reports/OFCCF191106_14_SP02_CCF01632_T6_TR2_Pan_sample_1_Default_Hierarchical_Report.txt
